external_code,hub_code,name,slug,category,description,condition,status,deposit_eur,max_loan_days,replacement_cost_eur,estimated_waste_kg,tags,acquired_at
ITM-000108,HUB-MAD-012,Cámara instantánea,camara-instantanea-itm-000108,technology,"Cámara instantánea revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,5,174,4.3,technology|moncloa-aravaca|fair,2025-08-18
ITM-000109,HUB-MAD-001,Hidrolimpiadora compacta,hidrolimpiadora-compacta-itm-000109,tools,"Hidrolimpiadora compacta revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,6,191,5.6,tools|centro|excellent,2025-08-21
ITM-000110,HUB-MAD-002,Máquina de pasta,maquina-de-pasta-itm-000110,kitchen,"Máquina de pasta revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,available,10,7,208,6.9,kitchen|centro|good,2025-08-24
ITM-000111,HUB-MAD-003,Prismáticos 10x42,prismaticos-10x42-itm-000111,outdoor,"Prismáticos 10x42 revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,3,225,8.2,outdoor|arganzuela|good,2025-08-27
ITM-000112,HUB-MAD-004,Bomba de pie,bomba-de-pie-itm-000112,mobility,"Bomba de pie revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,4,242,9.5,mobility|chamberí|fair,2025-08-30
ITM-000113,HUB-MAD-005,Carpa plegable 3x3,carpa-plegable-3x3-itm-000113,events,"Carpa plegable 3x3 revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,5,259,2.3,events|tetuán|excellent,2025-09-02
ITM-000114,HUB-MAD-006,Medidor láser,medidor-laser-itm-000114,technology,"Medidor láser revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,6,36,3.6,technology|carabanchel|good,2025-09-05
ITM-000115,HUB-MAD-007,Sierra de calar,sierra-de-calar-itm-000115,tools,"Sierra de calar revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,available,20,7,53,4.9,tools|usera|good,2025-09-08
ITM-000116,HUB-MAD-008,Batidora de vaso,batidora-de-vaso-itm-000116,kitchen,"Batidora de vaso revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,3,70,6.2,kitchen|puente de vallecas|fair,2025-09-11
ITM-000117,HUB-MAD-009,Saco de dormir,saco-de-dormir-itm-000117,outdoor,"Saco de dormir revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,maintenance,0,4,87,7.5,outdoor|retiro|excellent,2025-09-14
ITM-000118,HUB-MAD-010,Kit reparación de bici,kit-reparacion-de-bici-itm-000118,mobility,"Kit reparación de bici revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,available,10,5,104,8.8,mobility|hortaleza|good,2025-09-17
ITM-000119,HUB-MAD-011,Pack de 30 sillas,pack-de-30-sillas-itm-000119,events,"Pack de 30 sillas revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,6,121,1.6,events|latina|good,2025-09-20
ITM-000120,HUB-MAD-012,Tablet gráfica,tablet-grafica-itm-000120,technology,"Tablet gráfica revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,7,138,2.9,technology|moncloa-aravaca|fair,2025-09-23
ITM-000121,HUB-MAD-001,Taladro percutor 18V,taladro-percutor-18v-itm-000121,tools,"Taladro percutor 18V revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,3,155,4.2,tools|centro|excellent,2025-09-26
ITM-000122,HUB-MAD-002,Vajilla para 24 personas,vajilla-para-24-personas-itm-000122,kitchen,"Vajilla para 24 personas revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,available,10,4,172,5.5,kitchen|centro|good,2025-09-29
ITM-000123,HUB-MAD-003,Tienda de campaña 3P,tienda-de-campana-3p-itm-000123,outdoor,"Tienda de campaña 3P revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,5,189,6.8,outdoor|arganzuela|good,2025-10-02
ITM-000124,HUB-MAD-004,Bicicleta urbana,bicicleta-urbana-itm-000124,mobility,"Bicicleta urbana revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,6,206,8.1,mobility|chamberí|fair,2025-10-05
ITM-000125,HUB-MAD-005,Proyector portátil,proyector-portatil-itm-000125,events,"Proyector portátil revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,7,223,9.4,events|tetuán|excellent,2025-10-08
ITM-000126,HUB-MAD-006,Escáner documental,escaner-documental-itm-000126,technology,"Escáner documental revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,3,240,2.2,technology|carabanchel|good,2025-10-11
ITM-000127,HUB-MAD-007,Lijadora orbital,lijadora-orbital-itm-000127,tools,"Lijadora orbital revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,available,20,4,257,3.5,tools|usera|good,2025-10-14
ITM-000128,HUB-MAD-008,Robot de cocina,robot-de-cocina-itm-000128,kitchen,"Robot de cocina revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,5,274,4.8,kitchen|puente de vallecas|fair,2025-10-17
ITM-000129,HUB-MAD-009,Mochila de trekking 50L,mochila-de-trekking-50l-itm-000129,outdoor,"Mochila de trekking 50L revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,available,0,6,51,6.1,outdoor|retiro|excellent,2025-10-20
ITM-000130,HUB-MAD-010,Carrito de carga plegable,carrito-de-carga-plegable-itm-000130,mobility,"Carrito de carga plegable revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,available,10,7,68,7.4,mobility|hortaleza|good,2025-10-23
ITM-000131,HUB-MAD-011,Altavoz autoamplificado,altavoz-autoamplificado-itm-000131,events,"Altavoz autoamplificado revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,3,85,8.7,events|latina|good,2025-10-26
ITM-000132,HUB-MAD-012,Kit de podcast,kit-de-podcast-itm-000132,technology,"Kit de podcast revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,4,102,1.5,technology|moncloa-aravaca|fair,2025-10-29
ITM-000133,HUB-MAD-001,Caja de herramientas,caja-de-herramientas-itm-000133,tools,"Caja de herramientas revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,5,119,2.8,tools|centro|excellent,2025-11-01
ITM-000134,HUB-MAD-002,Olla de gran capacidad,olla-de-gran-capacidad-itm-000134,kitchen,"Olla de gran capacidad revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,available,10,6,136,4.1,kitchen|centro|good,2025-11-04
ITM-000135,HUB-MAD-003,Mesa de camping,mesa-de-camping-itm-000135,outdoor,"Mesa de camping revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,7,153,5.4,outdoor|arganzuela|good,2025-11-07
ITM-000136,HUB-MAD-004,Silla infantil para bici,silla-infantil-para-bici-itm-000136,mobility,"Silla infantil para bici revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,3,170,6.7,mobility|chamberí|fair,2025-11-10
ITM-000137,HUB-MAD-005,Guirnalda exterior,guirnalda-exterior-itm-000137,events,"Guirnalda exterior revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,4,187,8,events|tetuán|excellent,2025-11-13
ITM-000138,HUB-MAD-006,Cámara instantánea,camara-instantanea-itm-000138,technology,"Cámara instantánea revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,5,204,9.3,technology|carabanchel|good,2025-11-16
ITM-000139,HUB-MAD-007,Hidrolimpiadora compacta,hidrolimpiadora-compacta-itm-000139,tools,"Hidrolimpiadora compacta revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,available,20,6,221,2.1,tools|usera|good,2025-11-19
ITM-000140,HUB-MAD-008,Máquina de pasta,maquina-de-pasta-itm-000140,kitchen,"Máquina de pasta revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,7,238,3.4,kitchen|puente de vallecas|fair,2025-11-22
ITM-000141,HUB-MAD-009,Prismáticos 10x42,prismaticos-10x42-itm-000141,outdoor,"Prismáticos 10x42 revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,available,0,3,255,4.7,outdoor|retiro|excellent,2025-11-25
ITM-000142,HUB-MAD-010,Bomba de pie,bomba-de-pie-itm-000142,mobility,"Bomba de pie revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,retired,0,4,272,6,mobility|hortaleza|good,2025-11-28
ITM-000143,HUB-MAD-011,Carpa plegable 3x3,carpa-plegable-3x3-itm-000143,events,"Carpa plegable 3x3 revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,5,49,7.3,events|latina|good,2025-12-01
ITM-000144,HUB-MAD-012,Medidor láser,medidor-laser-itm-000144,technology,"Medidor láser revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,6,66,8.6,technology|moncloa-aravaca|fair,2025-12-04
ITM-000145,HUB-MAD-001,Sierra de calar,sierra-de-calar-itm-000145,tools,"Sierra de calar revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,7,83,1.4,tools|centro|excellent,2025-12-07
ITM-000146,HUB-MAD-002,Batidora de vaso,batidora-de-vaso-itm-000146,kitchen,"Batidora de vaso revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,maintenance,0,3,100,2.7,kitchen|centro|good,2025-12-10
ITM-000147,HUB-MAD-003,Saco de dormir,saco-de-dormir-itm-000147,outdoor,"Saco de dormir revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,4,117,4,outdoor|arganzuela|good,2025-12-13
ITM-000148,HUB-MAD-004,Kit reparación de bici,kit-reparacion-de-bici-itm-000148,mobility,"Kit reparación de bici revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,5,134,5.3,mobility|chamberí|fair,2025-12-16
ITM-000149,HUB-MAD-005,Pack de 30 sillas,pack-de-30-sillas-itm-000149,events,"Pack de 30 sillas revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,6,151,6.6,events|tetuán|excellent,2025-12-19
ITM-000150,HUB-MAD-006,Tablet gráfica,tablet-grafica-itm-000150,technology,"Tablet gráfica revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,7,168,7.9,technology|carabanchel|good,2025-12-22
ITM-000151,HUB-MAD-007,Taladro percutor 18V,taladro-percutor-18v-itm-000151,tools,"Taladro percutor 18V revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,available,20,3,185,9.2,tools|usera|good,2025-12-25
ITM-000152,HUB-MAD-008,Vajilla para 24 personas,vajilla-para-24-personas-itm-000152,kitchen,"Vajilla para 24 personas revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,4,202,2,kitchen|puente de vallecas|fair,2025-12-28
ITM-000153,HUB-MAD-009,Tienda de campaña 3P,tienda-de-campana-3p-itm-000153,outdoor,"Tienda de campaña 3P revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,available,0,5,219,3.3,outdoor|retiro|excellent,2025-12-31
ITM-000154,HUB-MAD-010,Bicicleta urbana,bicicleta-urbana-itm-000154,mobility,"Bicicleta urbana revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,available,10,6,236,4.6,mobility|hortaleza|good,2026-01-03
ITM-000155,HUB-MAD-011,Proyector portátil,proyector-portatil-itm-000155,events,"Proyector portátil revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,7,253,5.9,events|latina|good,2026-01-06
ITM-000156,HUB-MAD-012,Escáner documental,escaner-documental-itm-000156,technology,"Escáner documental revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,3,270,7.2,technology|moncloa-aravaca|fair,2026-01-09
ITM-000157,HUB-MAD-001,Lijadora orbital,lijadora-orbital-itm-000157,tools,"Lijadora orbital revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,4,47,8.5,tools|centro|excellent,2026-01-12
ITM-000158,HUB-MAD-002,Robot de cocina,robot-de-cocina-itm-000158,kitchen,"Robot de cocina revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,available,10,5,64,1.3,kitchen|centro|good,2026-01-15
ITM-000159,HUB-MAD-003,Mochila de trekking 50L,mochila-de-trekking-50l-itm-000159,outdoor,"Mochila de trekking 50L revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,6,81,2.6,outdoor|arganzuela|good,2026-01-18
ITM-000160,HUB-MAD-004,Carrito de carga plegable,carrito-de-carga-plegable-itm-000160,mobility,"Carrito de carga plegable revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,7,98,3.9,mobility|chamberí|fair,2026-01-21
ITM-000161,HUB-MAD-005,Altavoz autoamplificado,altavoz-autoamplificado-itm-000161,events,"Altavoz autoamplificado revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,3,115,5.2,events|tetuán|excellent,2026-01-24
ITM-000162,HUB-MAD-006,Kit de podcast,kit-de-podcast-itm-000162,technology,"Kit de podcast revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,4,132,6.5,technology|carabanchel|good,2026-01-27
ITM-000163,HUB-MAD-007,Caja de herramientas,caja-de-herramientas-itm-000163,tools,"Caja de herramientas revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,available,20,5,149,7.8,tools|usera|good,2026-01-30
ITM-000164,HUB-MAD-008,Olla de gran capacidad,olla-de-gran-capacidad-itm-000164,kitchen,"Olla de gran capacidad revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,6,166,9.1,kitchen|puente de vallecas|fair,2026-02-02
ITM-000165,HUB-MAD-009,Mesa de camping,mesa-de-camping-itm-000165,outdoor,"Mesa de camping revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,available,0,7,183,1.9,outdoor|retiro|excellent,2026-02-05
ITM-000166,HUB-MAD-010,Silla infantil para bici,silla-infantil-para-bici-itm-000166,mobility,"Silla infantil para bici revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,available,10,3,200,3.2,mobility|hortaleza|good,2026-02-08
ITM-000167,HUB-MAD-011,Guirnalda exterior,guirnalda-exterior-itm-000167,events,"Guirnalda exterior revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,4,217,4.5,events|latina|good,2026-02-11
ITM-000168,HUB-MAD-012,Cámara instantánea,camara-instantanea-itm-000168,technology,"Cámara instantánea revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,5,234,5.8,technology|moncloa-aravaca|fair,2026-02-14
ITM-000169,HUB-MAD-001,Hidrolimpiadora compacta,hidrolimpiadora-compacta-itm-000169,tools,"Hidrolimpiadora compacta revisado por el equipo de Nodo Malasaña, con accesorios básicos y guía de uso incluida.",excellent,available,0,6,251,7.1,tools|centro|excellent,2026-02-17
ITM-000170,HUB-MAD-002,Máquina de pasta,maquina-de-pasta-itm-000170,kitchen,"Máquina de pasta revisado por el equipo de Nodo Lavapiés, con accesorios básicos y guía de uso incluida.",good,available,10,7,268,8.4,kitchen|centro|good,2026-02-20
ITM-000171,HUB-MAD-003,Prismáticos 10x42,prismaticos-10x42-itm-000171,outdoor,"Prismáticos 10x42 revisado por el equipo de Nodo Palos de Moguer, con accesorios básicos y guía de uso incluida.",good,available,20,3,45,1.2,outdoor|arganzuela|good,2026-02-23
ITM-000172,HUB-MAD-004,Bomba de pie,bomba-de-pie-itm-000172,mobility,"Bomba de pie revisado por el equipo de Nodo Trafalgar, con accesorios básicos y guía de uso incluida.",fair,available,30,4,62,2.5,mobility|chamberí|fair,2026-02-26
ITM-000173,HUB-MAD-005,Carpa plegable 3x3,carpa-plegable-3x3-itm-000173,events,"Carpa plegable 3x3 revisado por el equipo de Nodo Bellas Vistas, con accesorios básicos y guía de uso incluida.",excellent,available,0,5,79,3.8,events|tetuán|excellent,2026-03-01
ITM-000174,HUB-MAD-006,Medidor láser,medidor-laser-itm-000174,technology,"Medidor láser revisado por el equipo de Nodo Opañel, con accesorios básicos y guía de uso incluida.",good,available,10,6,96,5.1,technology|carabanchel|good,2026-03-04
ITM-000175,HUB-MAD-007,Sierra de calar,sierra-de-calar-itm-000175,tools,"Sierra de calar revisado por el equipo de Nodo Almendrales, con accesorios básicos y guía de uso incluida.",good,maintenance,0,7,113,6.4,tools|usera|good,2026-03-07
ITM-000176,HUB-MAD-008,Batidora de vaso,batidora-de-vaso-itm-000176,kitchen,"Batidora de vaso revisado por el equipo de Nodo Numancia, con accesorios básicos y guía de uso incluida.",fair,available,30,3,130,7.7,kitchen|puente de vallecas|fair,2026-03-10
ITM-000177,HUB-MAD-009,Saco de dormir,saco-de-dormir-itm-000177,outdoor,"Saco de dormir revisado por el equipo de Nodo Pacífico, con accesorios básicos y guía de uso incluida.",excellent,available,0,4,147,9,outdoor|retiro|excellent,2026-03-13
ITM-000178,HUB-MAD-010,Kit reparación de bici,kit-reparacion-de-bici-itm-000178,mobility,"Kit reparación de bici revisado por el equipo de Nodo Canillas, con accesorios básicos y guía de uso incluida.",good,available,10,5,164,1.8,mobility|hortaleza|good,2026-03-16
ITM-000179,HUB-MAD-011,Pack de 30 sillas,pack-de-30-sillas-itm-000179,events,"Pack de 30 sillas revisado por el equipo de Nodo Puerta del Ángel, con accesorios básicos y guía de uso incluida.",good,available,20,6,181,3.1,events|latina|good,2026-03-19
ITM-000180,HUB-MAD-012,Tablet gráfica,tablet-grafica-itm-000180,technology,"Tablet gráfica revisado por el equipo de Nodo Argüelles, con accesorios básicos y guía de uso incluida.",fair,available,30,7,198,4.4,technology|moncloa-aravaca|fair,2026-03-22
